show_id,type,title,director,cast,country,date_added,release year,rating,duration,listed_in,description
s0157,TV Show,Sample Title 157,Director U,"Actor b, Actor C",India,"February 02, 2011",2017.0,,7 Seasons,Crime,Sample Title 157 is a heartfelt story about adventure.
s0158,Movie,Sample Title 158,Director O,"Actor D, Actor h, Actor i, Actor k",Brazil,"November 02, 2020",2004.0,,62 min,Sci-Fi,Sample Title 158 is a dramatic exploration about friendship.
s0159,Movie,Sample Title 159,Director R,,Germany,"January 08, 2014",1933.0,TV-14,127 min,Romance,Sample Title 159 is a heartfelt journey about family.
s0160,Movie,Sample Title 160,Director C,"Actor Z, Actor ^, Actor e, Actor P",Canada,,2007.0,TV-14,143 min,"Drama, Comedy, Documentary",Sample Title 160 is a thrilling exploration about mystery.
s0161,Movie,Sample Title 161,Director W,"Actor F, Actor `, Actor w",,"June 06, 2017",1992.0,TV-14,174 min,"Drama, Romance, Crime",Sample Title 161 is a surprising exploration about love.
s0162,Movie,Sample Title 162,Director ^,"Actor z, Actor c, Actor e, Actor k",United States,"January 09, 2014",1960.0,TV-MA,86 min,,Sample Title 162 is a funny tale about mystery.
s0163,Movie,Sample Title 163,Director M,"Actor Y, Actor q, Actor p, Actor I",India,"March 26, 2021",2015.0,G,,Documentary,
s0164,TV Show,Sample Title 164,Director T,,Japan,"January 02, 2021",1949.0,G,7 Seasons,"Action, Crime",Sample Title 164 is a dramatic exploration about friendship.
,TV Show,Sample Title 165,Director H,"Actor F, Actor R",United Kingdom,"July 10, 2018",,TV-PG,7 Seasons,"Horror, Comedy",Sample Title 165 is a gripping story about love.
s0166,,Sample Title 166,Director D,"Actor F, Actor L, Actor \",Japan,,1991.0,R,73 min,Comedy,Sample Title 166 is a funny story about mystery.
s0167,Movie,,Director M,"Actor S, Actor [",Germany,"November 25, 2011",2012.0,PG-13,133 min,"Action, Crime, Documentary",Sample Title 167 is a heartfelt tale about love.
s0168,Movie,Sample Title 168,Director C,"Actor \, Actor R, Actor [",Australia,"November 10, 2020",2020.0,TV-14,106 min,"Romance, Crime",Sample Title 168 is a thrilling tale about courage.
,Movie,Sample Title 169,Director M,"Actor v, Actor h, Actor Y, Actor t",France,"November 16, 2019",1962.0,R,164 min,"Fantasy, Action, Thriller",Sample Title 169 is a funny tale about courage.
s0170,Movie,Sample Title 170,Director K,"Actor p, Actor m, Actor i, Actor `",Brazil,"June 09, 2015",1961.0,R,95 min,"Horror, Comedy",Sample Title 170 is a dramatic tale about mystery.
s0171,TV Show,Sample Title 171,Director Y,"Actor o, Actor ^",Canada,"November 01, 2019",2022.0,PG,2 Seasons,"Crime, Family",Sample Title 171 is a heartfelt journey about betrayal.
,Movie,Sample Title 172,Director N,"Actor E, Actor ], Actor g, Actor _, Actor f",Germany,"December 26, 2021",1984.0,R,129 min,Horror,Sample Title 172 is a moving story about friendship.
s0173,TV Show,Sample Title 173,Director L,"Actor j, Actor h, Actor C",Brazil,"December 18, 2018",2016.0,G,7 Seasons,Drama,Sample Title 173 is a gripping journey about betrayal.
s0174,,,Director S,"Actor ], Actor X, Actor Z",Japan,"March 15, 2023",2008.0,TV-PG,104 min,Family,Sample Title 174 is a gripping journey about courage.
s0175,TV Show,Sample Title 175,,"Actor W, Actor T, Actor V",,"August 22, 2014",1986.0,,6 Seasons,"Comedy, Family",Sample Title 175 is a moving exploration about love.
s0176,Movie,Sample Title 176,,"Actor B, Actor w",France,"June 14, 2012",2006.0,TV-PG,,"Romance, Sci-Fi, Action",Sample Title 176 is a dramatic tale about love.
s0177,,,Director H,"Actor i, Actor L, Actor k, Actor \, Actor Z",,"October 10, 2023",1945.0,NR,135 min,,Sample Title 177 is a moving tale about betrayal.
s0178,Movie,Sample Title 178,,"Actor e, Actor G",South Korea,"March 12, 2014",1966.0,G,85 min,"Comedy, Thriller",Sample Title 178 is a moving exploration about mystery.
s0179,,,Director M,"Actor f, Actor H, Actor W, Actor w, Actor ^",Brazil,"November 14, 2013",2024.0,PG,2 Seasons,"Action, Horror, Comedy",
s0180,Movie,Sample Title 180,Director Q,"Actor [, Actor g, Actor I, Actor e, Actor Y",Germany,"March 02, 2014",1982.0,TV-PG,131 min,,Sample Title 180 is a funny tale about betrayal.
s0181,Movie,Sample Title 181,,,Germany,"August 06, 2022",1984.0,NR,112 min,"Family, Documentary, Animation",Sample Title 181 is a thrilling tale about friendship.
s0182,Movie,Sample Title 182,Director H,"Actor C, Actor R, Actor O, Actor c",Australia,"October 09, 2013",2019.0,NR,132 min,,Sample Title 182 is a gripping story about love.
s0183,TV Show,,Director L,"Actor q, Actor o",Japan,"April 03, 2022",1947.0,R,2 Seasons,"Crime, Romance, Thriller",Sample Title 183 is a surprising story about courage.
s0184,Movie,Sample Title 184,Director C,,Canada,"March 10, 2023",2008.0,G,170 min,"Fantasy, Crime, Documentary",Sample Title 184 is a heartfelt tale about family.
s0185,Movie,Sample Title 185,Director B,"Actor c, Actor R, Actor g, Actor K",,"July 25, 2016",1957.0,PG,169 min,,Sample Title 185 is a surprising exploration about friendship.
s0186,,Sample Title 186,Director E,"Actor P, Actor J, Actor n",,"July 21, 2015",2017.0,R,8 Seasons,,Sample Title 186 is a moving journey about adventure.
s0187,Movie,Sample Title 187,Director U,"Actor Z, Actor a",Australia,"April 12, 2018",1978.0,NR,101 min,,Sample Title 187 is a moving journey about family.
s0188,Movie,Sample Title 188,Director G,"Actor u, Actor N, Actor `, Actor R, Actor U",Australia,"July 29, 2017",,TV-PG,132 min,"Horror, Crime",Sample Title 188 is a surprising story about friendship.
s0189,Movie,Sample Title 189,Director O,"Actor H, Actor |",,"November 25, 2019",1978.0,TV-MA,114 min,,Sample Title 189 is a heartfelt journey about betrayal.
s0190,TV Show,Sample Title 190,Director C,,United Kingdom,"March 01, 2011",1970.0,PG,4 Seasons,"Crime, Comedy",Sample Title 190 is a moving story about friendship.
,Movie,,Director S,"Actor b, Actor l, Actor ]",United States,"March 08, 2010",2009.0,G,164 min,Documentary,Sample Title 191 is a moving tale about courage.
s0192,Movie,Sample Title 192,Director X,"Actor G, Actor U",,"September 17, 2016",1937.0,R,159 min,Crime,Sample Title 192 is a moving tale about friendship.
s0193,,Sample Title 193,,"Actor ], Actor W, Actor o",Canada,"May 25, 2013",1972.0,NR,170 min,Comedy,Sample Title 193 is a gripping tale about family.
s0194,Movie,Sample Title 194,Director L,,India,"July 26, 2015",,PG,159 min,"Drama, Crime, Thriller",Sample Title 194 is a heartfelt tale about adventure.
s0195,Movie,Sample Title 195,,"Actor `, Actor Y, Actor H",Canada,"March 16, 2021",2001.0,TV-14,127 min,,Sample Title 195 is a funny tale about courage.
s0196,TV Show,,Director L,"Actor q, Actor _, Actor r",India,"May 17, 2010",1995.0,TV-14,1 Seasons,"Romance, Drama",Sample Title 196 is a gripping exploration about mystery.
s0197,Movie,Sample Title 197,Director Y,"Actor \, Actor m, Actor Z, Actor F, Actor i",,"January 22, 2022",1998.0,TV-PG,95 min,Thriller,Sample Title 197 is a gripping tale about family.
s0198,Movie,Sample Title 198,,"Actor T, Actor m",Germany,,1927.0,PG-13,71 min,"Comedy, Family",
s0199,TV Show,Sample Title 199,Director F,"Actor A, Actor n",United Kingdom,,1940.0,NR,6 Seasons,"Sci-Fi, Thriller, Action",Sample Title 199 is a funny tale about adventure.
s0200,TV Show,Sample Title 200,Director ],"Actor r, Actor z",United States,"July 07, 2017",2023.0,R,5 Seasons,"Comedy, Thriller, Fantasy",
s0201,,,Director P,,India,"November 15, 2022",2006.0,TV-14,,"Sci-Fi, Drama, Crime",Sample Title 201 is a surprising story about betrayal.
,,Sample Title 202,Director ^,"Actor L, Actor |, Actor w",United States,"May 27, 2022",2022.0,R,88 min,"Romance, Documentary",Sample Title 202 is a moving journey about love.
s0203,TV Show,Sample Title 203,Director D,"Actor L, Actor O",South Korea,"January 12, 2011",1971.0,TV-14,8 Seasons,"Thriller, Horror",Sample Title 203 is a gripping exploration about friendship.
s0204,Movie,Sample Title 204,Director Z,"Actor p, Actor h, Actor P, Actor ^",France,"April 10, 2023",1983.0,PG-13,153 min,"Romance, Action, Drama",Sample Title 204 is a thrilling story about betrayal.
s0205,Movie,Sample Title 205,Director W,"Actor V, Actor A",Germany,"November 24, 2016",1933.0,PG-13,127 min,Documentary,Sample Title 205 is a thrilling story about betrayal.
,,Sample Title 206,Director ^,"Actor z, Actor w, Actor b",,,,TV-14,2 Seasons,"Action, Crime, Documentary",Sample Title 206 is a gripping story about courage.
s0207,TV Show,,,,Germany,"April 26, 2017",1960.0,NR,5 Seasons,Comedy,Sample Title 207 is a heartfelt tale about family.
s0208,TV Show,Sample Title 208,Director D,"Actor ], Actor ^, Actor U",Germany,"September 16, 2012",1988.0,G,,"Thriller, Family",Sample Title 208 is a funny story about friendship.
,Movie,Sample Title 209,Director [,"Actor N, Actor v",France,"April 30, 2013",1931.0,PG-13,105 min,"Sci-Fi, Drama",Sample Title 209 is a moving journey about love.
s0210,TV Show,Sample Title 210,Director M,"Actor d, Actor p, Actor P, Actor G, Actor ^",India,"February 19, 2013",1935.0,TV-MA,,Action,Sample Title 210 is a heartfelt exploration about love.
s0211,TV Show,Sample Title 211,Director C,,India,"June 08, 2014",2002.0,NR,3 Seasons,Horror,Sample Title 211 is a gripping story about courage.
s0212,,Sample Title 212,Director N,"Actor `, Actor B, Actor Y, Actor l, Actor \",United Kingdom,"December 09, 2017",1947.0,TV-PG,95 min,"Family, Action",Sample Title 212 is a gripping tale about adventure.
s0213,Movie,,Director R,"Actor D, Actor F, Actor R, Actor Y, Actor I",Germany,"June 22, 2014",2002.0,,140 min,"Drama, Documentary, Horror",Sample Title 213 is a thrilling exploration about love.
s0214,TV Show,Sample Title 214,Director M,"Actor L, Actor B, Actor U, Actor g",Canada,"August 29, 2010",2023.0,PG,,"Sci-Fi, Horror",Sample Title 214 is a surprising tale about betrayal.
s0215,Movie,Sample Title 215,Director I,"Actor q, Actor O",Brazil,"September 17, 2018",1965.0,TV-PG,82 min,Fantasy,Sample Title 215 is a funny journey about mystery.
s0216,Movie,,Director S,"Actor e, Actor M, Actor v",Japan,"February 28, 2022",1959.0,,122 min,Comedy,Sample Title 216 is a gripping tale about mystery.
s0217,Movie,Sample Title 217,Director A,"Actor {, Actor h, Actor M, Actor t",United Kingdom,"August 23, 2017",2011.0,TV-PG,177 min,"Drama, Animation",Sample Title 217 is a heartfelt tale about family.
s0218,,Sample Title 218,Director L,"Actor X, Actor n",Germany,"February 22, 2023",1932.0,G,98 min,"Action, Animation",Sample Title 218 is a moving exploration about family.
s0219,TV Show,Sample Title 219,Director K,"Actor n, Actor d, Actor m",Brazil,"January 02, 2018",1948.0,TV-PG,7 Seasons,,Sample Title 219 is a heartfelt tale about adventure.
s0220,Movie,Sample Title 220,Director S,"Actor w, Actor r, Actor e, Actor C, Actor L",Brazil,"February 19, 2017",,PG-13,141 min,"Comedy, Family, Action",Sample Title 220 is a funny story about betrayal.
s0221,Movie,Sample Title 221,Director U,,France,"January 07, 2020",1921.0,PG,86 min,Animation,Sample Title 221 is a gripping journey about love.
s0222,TV Show,Sample Title 222,Director B,"Actor ], Actor o, Actor [, Actor K, Actor y",Germany,"January 22, 2021",1968.0,G,7 Seasons,Family,Sample Title 222 is a surprising tale about betrayal.
,Movie,Sample Title 223,Director B,,India,,1941.0,R,80 min,"Comedy, Sci-Fi, Animation",Sample Title 223 is a funny exploration about adventure.
s0224,Movie,Sample Title 224,Director F,"Actor K, Actor D, Actor G, Actor V, Actor N",Canada,,2009.0,PG,144 min,"Thriller, Romance",Sample Title 224 is a gripping story about courage.
s0225,Movie,,Director E,"Actor X, Actor A",Germany,"December 19, 2011",,NR,85 min,Drama,Sample Title 225 is a heartfelt tale about adventure.
s0226,,Sample Title 226,Director \,"Actor T, Actor s",Germany,,1982.0,PG,71 min,"Sci-Fi, Documentary, Action",Sample Title 226 is a funny exploration about love.
s0227,Movie,Sample Title 227,,,Brazil,"May 20, 2011",1939.0,TV-14,70 min,"Horror, Sci-Fi, Documentary",Sample Title 227 is a surprising tale about mystery.
s0228,Movie,Sample Title 228,Director Q,,Brazil,"April 15, 2015",,PG,70 min,"Animation, Drama",Sample Title 228 is a dramatic tale about friendship.
s0229,TV Show,Sample Title 229,Director F,"Actor t, Actor M, Actor I",United States,"July 01, 2019",1930.0,,4 Seasons,"Action, Fantasy, Thriller",Sample Title 229 is a funny story about friendship.
s0230,Movie,Sample Title 230,Director K,"Actor b, Actor ^, Actor {, Actor x",United States,"December 23, 2023",1995.0,R,74 min,,Sample Title 230 is a dramatic story about friendship.
s0231,Movie,Sample Title 231,,"Actor y, Actor [, Actor Q, Actor Y",Japan,"October 31, 2022",1997.0,NR,64 min,Thriller,
s0232,TV Show,Sample Title 232,,"Actor y, Actor V, Actor m, Actor P, Actor D",Japan,"January 10, 2016",1967.0,TV-MA,6 Seasons,"Thriller, Animation",Sample Title 232 is a surprising exploration about family.
s0233,TV Show,Sample Title 233,Director \,"Actor I, Actor T, Actor p",Japan,"March 13, 2017",1954.0,R,2 Seasons,Family,Sample Title 233 is a heartfelt exploration about adventure.
s0234,Movie,Sample Title 234,Director L,"Actor a, Actor s",United Kingdom,"June 22, 2011",1959.0,R,77 min,"Fantasy, Drama, Action",
s0235,Movie,Sample Title 235,,"Actor {, Actor X",Canada,"February 23, 2016",,NR,124 min,"Crime, Comedy",Sample Title 235 is a moving story about betrayal.
s0236,Movie,Sample Title 236,Director F,"Actor f, Actor d, Actor W, Actor K, Actor v",Australia,"January 11, 2012",,TV-MA,109 min,Action,Sample Title 236 is a surprising tale about family.
s0237,Movie,Sample Title 237,Director G,"Actor j, Actor [, Actor a, Actor B",United States,"August 19, 2020",1936.0,TV-PG,136 min,Romance,Sample Title 237 is a funny journey about adventure.
,,Sample Title 238,Director N,"Actor w, Actor W, Actor ^, Actor Q, Actor N",Japan,"October 11, 2016",2006.0,R,2 Seasons,Sci-Fi,Sample Title 238 is a moving journey about mystery.
s0239,TV Show,Sample Title 239,Director J,"Actor _, Actor E",France,"March 14, 2016",2001.0,G,5 Seasons,"Crime, Animation",Sample Title 239 is a funny tale about betrayal.
s0240,Movie,Sample Title 240,Director B,"Actor k, Actor U, Actor l, Actor I, Actor o",United States,"February 26, 2021",1957.0,PG,176 min,"Documentary, Animation",Sample Title 240 is a moving story about mystery.
s0241,TV Show,Sample Title 241,Director G,"Actor o, Actor n, Actor O, Actor l",South Korea,"September 02, 2020",2005.0,G,5 Seasons,Crime,
s0242,Movie,Sample Title 242,Director I,"Actor l, Actor z, Actor V",India,,1965.0,PG-13,155 min,"Documentary, Horror",Sample Title 242 is a funny journey about mystery.
s0243,Movie,Sample Title 243,Director P,"Actor x, Actor i",Brazil,"January 06, 2023",1999.0,TV-14,120 min,Sci-Fi,
s0244,Movie,Sample Title 244,Director \,,Germany,"October 09, 2022",1978.0,TV-PG,100 min,"Action, Comedy, Family",Sample Title 244 is a funny tale about love.
,TV Show,Sample Title 245,,"Actor N, Actor q, Actor r, Actor K",,"July 21, 2013",1982.0,TV-14,3 Seasons,,Sample Title 245 is a thrilling exploration about courage.
s0246,Movie,Sample Title 246,,"Actor o, Actor X, Actor A",France,"November 29, 2021",1944.0,TV-MA,146 min,Crime,Sample Title 246 is a moving tale about betrayal.
s0247,TV Show,Sample Title 247,Director E,"Actor Y, Actor a",Brazil,"November 12, 2016",1941.0,TV-14,,"Thriller, Family",Sample Title 247 is a moving journey about courage.
s0248,TV Show,Sample Title 248,Director K,"Actor W, Actor q, Actor M, Actor K, Actor {",Germany,"June 06, 2010",1949.0,PG-13,3 Seasons,Animation,Sample Title 248 is a gripping tale about friendship.
s0249,Movie,Sample Title 249,Director B,"Actor y, Actor i, Actor Q, Actor r, Actor c",Brazil,"February 03, 2011",1996.0,TV-MA,144 min,Crime,
s0250,TV Show,Sample Title 250,Director M,"Actor d, Actor Q",Japan,"June 08, 2013",1946.0,TV-MA,5 Seasons,"Crime, Comedy",Sample Title 250 is a moving journey about mystery.
s0251,TV Show,Sample Title 251,Director [,"Actor a, Actor o",Brazil,"August 22, 2012",1956.0,TV-14,2 Seasons,"Romance, Fantasy",Sample Title 251 is a heartfelt journey about family.
s0252,Movie,Sample Title 252,Director W,"Actor S, Actor K, Actor C, Actor d, Actor `",Canada,"October 12, 2020",1962.0,PG-13,60 min,Crime,Sample Title 252 is a gripping story about family.
s0253,Movie,Sample Title 253,Director C,"Actor o, Actor G",Australia,"March 09, 2015",1978.0,PG,93 min,"Drama, Comedy",Sample Title 253 is a surprising tale about family.
s0254,Movie,Sample Title 254,Director Z,"Actor \, Actor p, Actor H, Actor G",,"March 21, 2010",1937.0,TV-PG,102 min,"Family, Fantasy",Sample Title 254 is a funny story about love.
s0255,TV Show,Sample Title 255,Director M,"Actor ^, Actor R, Actor v, Actor Y, Actor m",Japan,"June 17, 2019",,TV-PG,2 Seasons,Animation,Sample Title 255 is a moving story about family.
s0256,Movie,Sample Title 256,Director S,"Actor t, Actor e, Actor l, Actor ], Actor L",Brazil,"July 08, 2018",2019.0,G,138 min,Crime,Sample Title 256 is a surprising tale about courage.
s0257,TV Show,Sample Title 257,Director N,"Actor C, Actor E, Actor Q, Actor j, Actor U",,"October 09, 2021",2018.0,PG-13,6 Seasons,"Sci-Fi, Fantasy, Comedy",Sample Title 257 is a thrilling tale about courage.
s0258,Movie,Sample Title 258,Director M,"Actor v, Actor u, Actor d",Brazil,"March 24, 2011",1921.0,TV-PG,124 min,"Family, Action",Sample Title 258 is a gripping exploration about love.
s0259,Movie,Sample Title 259,Director B,"Actor d, Actor j, Actor Y",Germany,,1930.0,,116 min,"Family, Comedy, Animation",
,TV Show,Sample Title 260,Director A,"Actor Z, Actor [",United States,"July 01, 2022",,TV-MA,2 Seasons,"Fantasy, Crime, Thriller",Sample Title 260 is a dramatic tale about adventure.
s0261,,Sample Title 261,Director L,"Actor u, Actor O",Japan,,1991.0,NR,6 Seasons,"Family, Comedy, Crime",Sample Title 261 is a surprising tale about friendship.
s0262,Movie,Sample Title 262,Director Z,"Actor d, Actor b, Actor X, Actor m",India,"January 11, 2011",1941.0,NR,77 min,"Animation, Documentary, Comedy",Sample Title 262 is a funny tale about betrayal.
